"idx","trial","block","deck_shown","forced_choice","is_training","param_idx","choice","outcome","RT","boundary","tau","beta","drift_con","wgt_pun","wgt_rew","update"
"200006",24,1,4,NA,FALSE,131,1,50,0.319868001716943,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",25,1,1,NA,FALSE,131,0,0,0.181359084013219,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",26,1,4,NA,FALSE,131,1,50,0.628186122925958,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",27,1,3,NA,FALSE,131,1,0,1.0363003377323,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",28,1,4,NA,FALSE,131,1,50,0.220868053024983,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",29,1,1,NA,FALSE,131,0,0,0.204984783961361,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",30,1,2,NA,FALSE,131,0,0,0.33409994964394,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",31,1,2,NA,FALSE,131,0,0,0.318423143169096,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",32,1,1,NA,FALSE,131,0,0,0.194611555228495,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",33,1,2,NA,FALSE,131,0,0,0.276960159350154,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",34,1,1,NA,FALSE,131,0,0,0.206646756827186,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",35,1,3,NA,FALSE,131,1,0,0.298361658830779,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",36,1,4,NA,FALSE,131,1,50,0.303689324322244,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",37,1,2,NA,FALSE,131,0,0,0.570074727448609,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",38,1,4,NA,FALSE,131,1,50,0.280465770989112,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",39,1,3,NA,FALSE,131,1,0,0.456045075547018,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",40,1,4,NA,FALSE,131,1,50,1.14099307917456,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",41,2,4,NA,FALSE,131,1,50,0.368179093686656,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",42,2,4,NA,FALSE,131,1,50,0.379164461938872,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",43,2,4,NA,FALSE,131,1,50,0.161420625147784,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",44,2,3,NA,FALSE,131,1,-25,0.327834431728181,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",45,2,1,NA,FALSE,131,0,0,0.431637777260133,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",46,2,2,NA,FALSE,131,0,0,0.369569599382257,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",47,2,4,NA,FALSE,131,1,50,0.523589525963736,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",48,2,3,NA,FALSE,131,0,0,1.92181610325632,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",49,2,3,NA,FALSE,131,0,0,1.01093638136658,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",50,2,1,NA,FALSE,131,0,0,0.26600339162841,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",51,2,3,NA,FALSE,131,1,-25,0.685578943388229,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",52,2,3,NA,FALSE,131,1,50,1.00540612088144,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",53,2,1,NA,FALSE,131,0,0,0.270543148953672,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",54,2,4,NA,FALSE,131,1,50,0.745963447898274,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",55,2,1,NA,FALSE,131,0,0,0.47877645175889,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",56,2,4,NA,FALSE,131,1,50,1.50951468410644,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",57,2,1,NA,FALSE,131,0,0,0.216759819884968,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",58,2,1,NA,FALSE,131,0,0,0.343625337644534,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",59,2,3,NA,FALSE,131,0,0,0.373294234962086,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",60,2,4,NA,FALSE,131,1,50,0.471714225613092,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",61,3,4,NA,FALSE,131,1,50,0.386690324505537,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",62,3,2,NA,FALSE,131,0,0,0.449647687085144,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",63,3,4,NA,FALSE,131,1,50,0.551413490696505,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",64,3,3,NA,FALSE,131,1,50,3.80738506628885,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",65,3,4,NA,FALSE,131,1,50,0.307628558177234,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",66,3,3,NA,FALSE,131,1,-25,0.601902673983945,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",67,3,4,NA,FALSE,131,1,50,0.188186109543499,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",68,3,2,NA,FALSE,131,0,0,0.662532187253907,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
"200006",69,3,2,NA,FALSE,131,0,0,0.382507575270666,1.957775,0.0941218,0.5842175,-0.7448845,0.1010595,0.229195,0.05827545
