"idx","trial","block","deck_shown","forced_choice","is_training","param_idx","choice","outcome","RT","boundary","tau","beta","drift_con","gain","loss","retend"
"200439",21,1,1,NA,FALSE,43,0,0,1.49946601267521,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",22,1,4,NA,FALSE,43,1,50,1.04693536128923,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",23,1,2,NA,FALSE,43,0,0,2.21547193640731,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",24,1,2,NA,FALSE,43,0,0,0.93657863208097,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",25,1,3,NA,FALSE,43,1,-25,0.565459308549575,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",26,1,4,NA,FALSE,43,0,0,0.497236284577431,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",27,1,2,NA,FALSE,43,1,100,1.27468726165609,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",28,1,3,NA,FALSE,43,0,0,0.682440229361697,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",29,1,2,NA,FALSE,43,1,100,0.653938886415053,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",30,1,3,NA,FALSE,43,1,50,1.20826498685343,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",31,1,4,NA,FALSE,43,0,0,0.865932924892895,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",32,1,4,NA,FALSE,43,0,0,1.39308919034354,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",33,1,3,NA,FALSE,43,1,50,0.977137852049017,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",34,1,3,NA,FALSE,43,0,0,0.813354599228838,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",35,1,1,NA,FALSE,43,0,0,1.31504475017107,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",36,1,1,NA,FALSE,43,0,0,0.710902203551628,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",37,1,4,NA,FALSE,43,1,50,0.69135529100804,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",38,1,2,NA,FALSE,43,1,100,0.64587835540413,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",39,1,2,NA,FALSE,43,1,100,2.20909726363417,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",40,1,2,NA,FALSE,43,1,100,0.695589021576182,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",41,2,1,NA,FALSE,43,0,0,0.606400347856361,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",42,2,2,NA,FALSE,43,1,100,1.0966005644497,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",43,2,3,NA,FALSE,43,0,0,0.771730714359664,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",44,2,2,NA,FALSE,43,0,0,0.833015789529496,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",45,2,4,NA,FALSE,43,0,0,0.726223930263242,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",46,2,3,NA,FALSE,43,1,50,0.756574831419301,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",47,2,2,NA,FALSE,43,1,100,5.7066426942842,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",48,2,4,NA,FALSE,43,0,0,0.592756596554628,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",49,2,1,NA,FALSE,43,1,100,0.754846565560482,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",50,2,1,NA,FALSE,43,1,-250,2.64045524607762,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",51,2,2,NA,FALSE,43,1,100,0.913230258380271,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",52,2,1,NA,FALSE,43,0,0,1.55826054617972,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",53,2,4,NA,FALSE,43,1,50,1.00793160359267,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",54,2,2,NA,FALSE,43,0,0,1.20291352582364,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",55,2,2,NA,FALSE,43,1,100,2.92168988702868,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",56,2,2,NA,FALSE,43,1,100,0.707697872847248,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",57,2,3,NA,FALSE,43,1,-25,0.53823207323369,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
