"parameter","subject_id","true_value","recovered_value","parameter_type","error","relative_error"
"gain",32,0.303693,0.1842855,"group",-0.1194075,-0.393184893955409
"loss",32,1.171555,1.56649,"group",0.394935,0.337103251661254
"update",32,0.24284,0.310779,"group",0.067939,0.279768571899193
"con",33,-0.645228,0.05520705,"group",0.70043505,1.08556208038089
"gain",33,0.6388865,0.2584535,"group",-0.380433,-0.595462574338322
"loss",33,0.3545775,0.680104,"group",0.3255265,0.918068687381461
"update",33,0.252933,0.215961,"group",-0.036972,-0.146173097223375
"con",34,-0.08894465,0.4020205,"group",0.49096515,5.51989523821838
"gain",34,0.4550095,0.23269,"group",-0.2223195,-0.488604084090552
"loss",34,0.2464825,0.403418,"group",0.1569355,0.636700374265922
"update",34,0.29875,0.260892,"group",-0.0378579999999999,-0.126721338912134
"con",35,-1.646095,-1.991125,"group",-0.34503,-0.209605156446013
"gain",35,0.3407025,0.184867,"group",-0.1558355,-0.457394647823248
"loss",35,3.890485,3.391775,"group",-0.49871,-0.128187102636304
"update",35,0.2302365,0.0966723,"group",-0.1335642,-0.580117401020255
"con",36,-1.240395,-1.22669,"group",0.0137049999999999,0.0110488997456454
"gain",36,0.175834,0.184343,"group",0.00850900000000002,0.0483922335839486
"loss",36,2.10226,2.067765,"group",-0.0344950000000006,-0.016408531770571
"update",36,0.1839655,0.1192395,"group",-0.064726,-0.351837708700816
"con",37,-0.125665,-0.02758705,"group",0.09807795,0.780471491664346
"gain",37,0.368026,0.2930595,"group",-0.0749665,-0.203698923445626
"loss",37,0.437975,0.6281385,"group",0.1901635,0.434188024430618
"update",37,0.317474,0.170438,"group",-0.147036,-0.4631434385178
"con",38,-1.06122,-0.289297,"group",0.771923,0.727392058197169
"gain",38,0.63324,0.262596,"group",-0.370644,-0.585313625165814
"loss",38,0.429202,0.9658105,"group",0.5366085,1.2502469699582
"update",38,0.179752,0.157507,"group",-0.022245,-0.123753838622101
"con",39,-0.5430255,0.002136935,"group",0.545162435,1.00393523876871
"gain",39,0.225271,0.177938,"group",-0.047333,-0.210115816061544
"loss",39,1.02913,0.9078335,"group",-0.1212965,-0.117863146541253
"update",39,0.216412,0.179915,"group",-0.036497,-0.168645916122951
"con",40,-0.8932865,-0.7077685,"group",0.185518,0.207680290701807
"gain",40,0.3240465,0.18799,"group",-0.1360565,-0.419867210415789
"loss",40,0.7894165,2.09135,"group",1.3019335,1.64923522627156
"update",40,0.1551125,0.229965,"group",0.0748525,0.482569103070352
"con",41,-0.0877596,0.3072485,"group",0.3950081,4.50102438935456
"gain",41,0.599913,0.314774,"group",-0.285139,-0.475300585251528
"loss",41,0.346168,0.436635,"group",0.090467,0.261338425273278
