"parameter","subject_id","true_value","recovered_value","parameter_type","error","relative_error"
"boundary",175,1.18088,1.159725,"group",-0.0211550000000003,-0.0179146060565005
"tau",175,0.08200695,0.0750104,"group",-0.00699654999999999,-0.0853165493900211
"beta",175,0.5553745,0.5185665,"group",-0.0368080000000001,-0.0662759993481877
"drift_con",175,-0.6131925,-0.40777,"group",0.2054225,0.335004912812861
"gain",175,0.112076,0.118186,"group",0.00611,0.0545165780363325
"loss",175,3.390655,2.311525,"group",-1.07913,-0.3182659397668
"retend",175,0.314405,0.583974,"group",0.269569,0.857394125411492
"boundary",176,1.5951,1.586905,"group",-0.00819499999999995,-0.00513760892733995
"tau",176,0.2615355,0.237543,"group",-0.0239925,-0.0917370681991547
"beta",176,0.6084055,0.571137,"group",-0.0372684999999999,-0.0612560208610868
"drift_con",176,-1.417715,-1.1095,"group",0.308215,0.217402651449692
"gain",176,0.1587675,0.1091145,"group",-0.049653,-0.312740327837876
"loss",176,3.73762,3.453245,"group",-0.284375,-0.0760845136744773
"retend",176,0.2236115,0.3212505,"group",0.097639,0.436645700243503
"boundary",177,1.939795,1.9952,"group",0.0554050000000001,0.0285622965313346
"tau",177,0.2452785,0.1682445,"group",-0.077034,-0.314067478397006
"beta",177,0.550625,0.526442,"group",-0.024183,-0.0439191827468785
"drift_con",177,0.101963,-0.1878545,"group",-0.2898175,-2.84237909830036
"gain",177,0.1102655,0.1097265,"group",-0.000538999999999998,-0.0048882016587237
"loss",177,0.8755235,1.808865,"group",0.9333415,1.06603820457132
"retend",177,0.4820375,0.7381495,"group",0.256112,0.531311360630656
"boundary",178,1.72557,1.494045,"group",-0.231525,-0.134173055859803
"tau",178,0.1370495,0.1207465,"group",-0.016303,-0.118957019179202
"beta",178,0.671814,0.532979,"group",-0.138835,-0.206656902059201
"drift_con",178,-0.1943425,-0.0160269,"group",0.1783156,0.91753270643323
"gain",178,0.10969,0.117004,"group",0.007314,0.066678822135108
"loss",178,0.647313,0.5445965,"group",-0.1027165,-0.158681348899219
"retend",178,0.875299,0.873088,"group",-0.00221100000000007,-0.00252599397463047
"boundary",179,1.70467,1.56392,"group",-0.14075,-0.0825673004159164
"tau",179,0.2324925,0.2537005,"group",0.021208,0.0912201468864587
"beta",179,0.5519,0.480587,"group",-0.0713130000000001,-0.129213625656822
"drift_con",179,-0.189018,-0.106041,"group",0.082977,0.438989937466273
"gain",179,0.1050445,0.104308,"group",-0.000736500000000001,-0.00701131425253108
"loss",179,4.15165,4.032445,"group",-0.119205,-0.0287126805005239
"retend",179,0.5476065,0.775822,"group",0.2282155,0.416750896857506
"boundary",180,1.5535,1.307445,"group",-0.246055,-0.158387512069521
"tau",180,0.3153825,0.3536035,"group",0.0382209999999999,0.121189349440758
"beta",180,0.5686935,0.5461955,"group",-0.0224979999999999,-0.0395608530781518
"drift_con",180,-1.041665,-0.479403,"group",0.562262,0.539772383635814
"gain",180,0.114335,0.116743,"group",0.00240799999999999,0.021060917479337
"loss",180,2.82918,2.4401,"group",-0.38908,-0.137523946867997
"retend",180,0.407834,0.4197335,"group",0.0118995,0.0291773123378628
"boundary",181,1.395545,1.45491,"group",0.0593649999999999,0.0425389364011909
"tau",181,0.2235325,0.2150215,"group",-0.00851100000000005,-0.0380750002796016
"beta",181,0.5488545,0.559269,"group",0.0104145,0.0189749742418072
"drift_con",181,-0.2723115,-0.0533622,"group",0.2189493,0.804039858764687
"gain",181,0.1003475,0.1226675,"group",0.02232,0.222427065945838
"loss",181,0.9090515,1.14558,"group",0.2365285,0.260192629350482
"retend",181,0.2824645,0.5126785,"group",0.230214,0.815019232505324
"boundary",182,1.883135,1.90722,"group",0.0240849999999999,0.0127898424701362
"tau",182,0.188048,0.178499,"group",-0.009549,-0.0507795881902493
"beta",182,0.492317,0.499565,"group",0.00724800000000003,0.0147222216579968
"drift_con",182,-0.1962445,-0.3293915,"group",-0.133147,-0.678475065543238
"gain",182,0.100886,0.1098315,"group",0.0089455,0.0886693892115853
"loss",182,1.045695,1.124315,"group",0.0786199999999999,0.0751844467076919
"retend",182,0.3156995,0.450249,"group",0.1345495,0.426194846681734
"boundary",183,1.98801,1.867085,"group",-0.120925,-0.0608271588171087
"tau",183,0.1625275,0.131214,"group",-0.0313135,-0.192665856547353
"beta",183,0.6533325,0.604505,"group",-0.0488275,-0.0747360647143683
"drift_con",183,-0.405755,-0.40479,"group",0.000964999999999994,0.00237828246109104
"gain",183,0.1026865,0.110304,"group",0.0076175,0.0741820979388722
"loss",183,1.22946,0.9428465,"group",-0.2866135,-0.23312145169424
"retend",183,0.81675,0.7461875,"group",-0.0705625000000001,-0.0863942454851547
"boundary",184,1.72393,1.690685,"group",-0.033245,-0.0192844257017396
"tau",184,0.3027385,0.26302,"group",-0.0397185,-0.131197386523353
"beta",184,0.6648635,0.5930245,"group",-0.071839,-0.108050750266784
"drift_con",184,-1.482555,-0.9352015,"group",0.5473535,0.369196083787785
"gain",184,0.1109335,0.1150795,"group",0.004146,0.0373737419264694
"loss",184,5.18489,2.085725,"group",-3.099165,-0.597730135065546
"retend",184,0.1841355,0.3525445,"group",0.168409,0.914592786290531
"boundary",185,2.053965,1.809575,"group",-0.24439,-0.118984500709603
"tau",185,0.2756505,0.241813,"group",-0.0338375,-0.12275508297645
"beta",185,0.7022885,0.615021,"group",-0.0872674999999999,-0.124261610435028
"drift_con",185,-0.5348365,-0.1903445,"group",0.344492,0.64410712432678
"gain",185,0.1612695,0.122501,"group",-0.0387685,-0.2403957350894
"loss",185,0.9423555,0.840487,"group",-0.1018685,-0.108099862525342
"retend",185,0.668896,0.625251,"group",-0.043645,-0.0652493063196671
"boundary",186,1.35134,1.35772,"group",0.00638000000000005,0.00472123965841317
"tau",186,0.2632365,0.252097,"group",-0.0111395,-0.0423174597747652
"beta",186,0.536181,0.5127065,"group",-0.0234745000000001,-0.0437809247250463
"drift_con",186,0.11385,0.2188295,"group",0.1049795,0.922086078173035
"gain",186,0.102573,0.122737,"group",0.020164,0.19658194651614
"loss",186,1.31537,1.260045,"group",-0.0553250000000003,-0.0420604088583443
"retend",186,0.4889615,0.6289555,"group",0.139994,0.286308840266565
"boundary",187,1.794565,1.73712,"group",-0.057445,-0.0320105429449476
"tau",187,0.2713595,0.2497675,"group",-0.021592,-0.079569722084541
"beta",187,0.562855,0.540999,"group",-0.021856,-0.0388306046850432
"drift_con",187,-0.2854905,-0.171534,"group",0.1139565,0.399160392377329
"gain",187,0.11825,0.1052535,"group",-0.0129965,-0.109906976744186
"loss",187,1.39244,1.258425,"group",-0.134015,-0.096244721496079
"retend",187,0.818767,0.8600585,"group",0.0412915,0.0504313192886377
"boundary",188,1.444,1.452525,"group",0.00852500000000012,0.00590373961218845
"tau",188,0.211189,0.206358,"group",-0.00483099999999997,-0.0228752444492846
"beta",188,0.4380775,0.458809,"group",0.0207315,0.0473238182741638
"drift_con",188,-0.492661,-0.2000655,"group",0.2925955,0.59390838730892
"gain",188,0.1435105,0.117075,"group",-0.0264355,-0.184206033704851
"loss",188,2.589855,1.88333,"group",-0.706525,-0.272804848147869
"retend",188,0.6457215,0.6897125,"group",0.0439909999999999,0.0681268937150147
"boundary",189,1.537015,1.46945,"group",-0.0675649999999999,-0.0439585820567788
"tau",189,0.2532335,0.261132,"group",0.00789850000000003,0.0311905810250225
"beta",189,0.664724,0.6535775,"group",-0.0111465000000001,-0.0167686137404397
"drift_con",189,-0.119345,-0.286187,"group",-0.166842,-1.39798064435041
"gain",189,0.108908,0.1124025,"group",0.0034945,0.0320867153928086
"loss",189,0.7095915,1.539095,"group",0.8295035,1.16898736808431
"retend",189,0.4057625,0.450465,"group",0.0447025,0.110169126028157
"boundary",190,1.668885,1.544345,"group",-0.12454,-0.0746246745581631
"tau",190,0.1850765,0.1693085,"group",-0.015768,-0.0851972022379935
"beta",190,0.7202485,0.663312,"group",-0.0569365000000001,-0.0790511885828295
"drift_con",190,-0.09201405,-0.39108,"group",-0.29906595,-3.25022048263282
"gain",190,0.101249,0.1084655,"group",0.0072165,0.071274778022499
"loss",190,0.593158,0.6904565,"group",0.0972985,0.164034709133148
"retend",190,0.67526,0.6850895,"group",0.00982950000000005,0.0145566152296894
"boundary",191,1.96613,2.098515,"group",0.132385,0.0673327806401407
"tau",191,0.226069,0.224641,"group",-0.00142799999999998,-0.00631665553437218
"beta",191,0.664639,0.657799,"group",-0.00683999999999996,-0.010291300991967
"drift_con",191,-1.002665,-0.666586,"group",0.336079,0.335185730029471
"gain",191,0.1126055,0.112754,"group",0.000148499999999996,0.00131876329308955
"loss",191,4.88163,3.322035,"group",-1.559595,-0.319482426976235
"retend",191,0.2789085,0.4117225,"group",0.132814,0.476192012792726
"boundary",192,1.307935,1.252005,"group",-0.05593,-0.04276206386403
"tau",192,0.2367055,0.2529385,"group",0.016233,0.068578888112021
"beta",192,0.49047,0.506321,"group",0.0158510000000001,0.032317980712378
"drift_con",192,-0.882923,-0.6217405,"group",0.2611825,0.295815716659324
"gain",192,0.12035,0.145074,"group",0.024724,0.205434150394682
"loss",192,2.4827,5.1666,"group",2.6839,1.08104080235228
"retend",192,0.4093445,0.317244,"group",-0.0921005,-0.224995083603175
"boundary",193,1.608445,1.54763,"group",-0.0608150000000003,-0.0378098100960868
"tau",193,0.2212915,0.2287635,"group",0.00747200000000003,0.0337654180119889
"beta",193,0.5257415,0.5790125,"group",0.0532709999999998,0.101325461277072
"drift_con",193,-0.3985605,-0.1921005,"group",0.20646,0.51801420361526
"gain",193,0.1081355,0.108379,"group",0.000243500000000008,0.00225180444904779
"loss",193,0.6896835,0.79165,"group",0.1019665,0.147845352252156
"retend",193,0.887233,0.823853,"group",-0.06338,-0.0714355755477986
"boundary",194,1.56087,1.59045,"group",0.0295799999999999,0.0189509696515404
"tau",194,0.118222,0.113791,"group",-0.00443099999999999,-0.0374803336096496
"beta",194,0.507504,0.541008,"group",0.033504,0.0660172136574293
"drift_con",194,-0.248818,-0.2046955,"group",0.0441225,0.177328408716411
"gain",194,0.1164605,0.112035,"group",-0.0044255,-0.0380000085866023
"loss",194,0.646981,1.03652,"group",0.389539,0.60208723285537
"retend",194,0.6563495,0.610161,"group",-0.0461885000000001,-0.0703718064841979
"boundary",195,1.422685,1.42254,"group",-0.000145000000000062,-0.000101919961200169
"tau",195,0.188992,0.1954365,"group",0.00644450000000002,0.0340993269556384
"beta",195,0.527361,0.5440545,"group",0.0166935,0.0316547867589754
"drift_con",195,-0.1427485,-0.248012,"group",-0.1052635,-0.737405296728162
