"idx","trial","block","forced_choice","is_training","param_idx","choice","wins","losses","RT","boundary1","boundary","tau1","tau","urgency","drift_con","wgt_rew","wgt_pun","update"
"0002",1,1,NA,FALSE,35,3,0.109545994887594,0,0.642609629451755,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",2,1,NA,FALSE,35,2,0.25,0,0.953053825442245,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",3,1,NA,FALSE,35,3,0.108909388654865,0.103660398512147,0.65965622917258,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",4,1,NA,FALSE,35,1,0.25,0,0.757923656052103,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",5,1,NA,FALSE,35,1,0.25,0.752996031998191,0.818555232990725,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",6,1,NA,FALSE,35,1,0.25,0.875391522457358,0.685086206209288,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",7,1,NA,FALSE,35,2,0.25,0,1.31973170703894,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",8,1,NA,FALSE,35,1,0.25,0.729544325184543,0.796102797909332,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",9,1,NA,FALSE,35,2,0.25,0,1.12667076401231,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",10,1,NA,FALSE,35,2,0.25,0,0.251625381734716,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",11,1,NA,FALSE,35,1,0.25,0,0.538984433808454,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",12,1,NA,FALSE,35,2,0.25,0,1.50482924483503,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",13,1,NA,FALSE,35,1,0.25,0,1.06493423924936,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",14,1,NA,FALSE,35,3,0.102916963887401,0.0955408991314471,0.752015011351667,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",15,1,NA,FALSE,35,2,0.25,0,1.67367270003542,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",16,1,NA,FALSE,35,2,0.25,0,0.97142909611148,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",17,1,NA,FALSE,35,1,0.25,0,0.645808088478317,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",18,1,NA,FALSE,35,3,0.147893103270326,0,0.313495249781805,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",19,1,NA,FALSE,35,1,0.25,0.381255707272794,0.93154827433126,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",20,1,NA,FALSE,35,4,0.135967889823951,0,0.450157900973168,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",21,2,NA,FALSE,35,1,0.25,0.825168987223879,0.519589036114351,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",22,2,NA,FALSE,35,1,0.25,0.486988328734878,0.229455102261278,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",23,2,NA,FALSE,35,2,0.25,0,0.182313217132519,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",24,2,NA,FALSE,35,2,0.25,3.07504149648594,0.766461694993179,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",25,2,NA,FALSE,35,1,0.25,0,0.842468962597045,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",26,2,NA,FALSE,35,3,0.129861577576958,0,0.209159023482954,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",27,2,NA,FALSE,35,2,0.25,0,0.425567626708222,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",28,2,NA,FALSE,35,2,0.25,0,0.983875210989041,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",29,2,NA,FALSE,35,1,0.25,0.755068039917387,0.391658854672019,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",30,2,NA,FALSE,35,2,0.25,0,0.356917393829345,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",31,2,NA,FALSE,35,1,0.25,0.517134273156989,0.480536107003306,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",32,2,NA,FALSE,35,1,0.25,0.832202417857479,0.369587182463465,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",33,2,NA,FALSE,35,1,0.25,0,0.425069459464376,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",34,2,NA,FALSE,35,1,0.25,0.812199044192676,1.11000617693993,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",35,2,NA,FALSE,35,3,0.101883174711838,0,0.41449719251673,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",36,2,NA,FALSE,35,2,0.25,0,0.211238512770834,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",37,2,NA,FALSE,35,1,0.25,0.681959296937566,0.565376836772397,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",38,2,NA,FALSE,35,1,0.25,0.893107504257932,1.23569509112071,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",39,2,NA,FALSE,35,1,0.25,0.424173926550429,0.387921695172428,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",40,2,NA,FALSE,35,2,0.25,0,0.613166884965764,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",41,3,NA,FALSE,35,2,0.25,0,0.430383427625916,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",42,3,NA,FALSE,35,1,0.25,0,0.150029128937814,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",43,3,NA,FALSE,35,3,0.116292517050169,0.145407341700047,0.151859049322663,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
