"idx","trial","block","forced_choice","is_training","param_idx","choice","wins","losses","con","gain","loss","update","epP","epN","K","w","decay"
"1",31,2,NA,FALSE,36,4,0.101621329644695,0.635260259837378,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",32,2,NA,FALSE,36,2,0.25,0,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",33,2,NA,FALSE,36,2,0.25,0,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",34,2,NA,FALSE,36,2,0.25,0,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",35,2,NA,FALSE,36,2,0.25,0,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",36,2,NA,FALSE,36,2,0.25,0,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",37,2,NA,FALSE,36,2,0.25,0,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",38,2,NA,FALSE,36,2,0.25,3.23869882925646,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",39,2,NA,FALSE,36,2,0.25,0,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",40,2,NA,FALSE,36,2,0.25,0,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",41,3,NA,FALSE,36,2,0.25,0,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",42,3,NA,FALSE,36,2,0.25,0,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",43,3,NA,FALSE,36,2,0.25,0,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",44,3,NA,FALSE,36,2,0.25,0,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",45,3,NA,FALSE,36,2,0.25,3.20515512756538,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",46,3,NA,FALSE,36,1,0.25,0.752935700444505,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",47,3,NA,FALSE,36,1,0.25,0,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",48,3,NA,FALSE,36,1,0.25,0,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",49,3,NA,FALSE,36,1,0.25,0.70242262405809,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",50,3,NA,FALSE,36,1,0.25,0.369741320423782,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",51,3,NA,FALSE,36,3,0.105253947665915,0.157711178786121,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",52,3,NA,FALSE,36,3,0.111975651688408,0,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",53,3,NA,FALSE,36,3,0.133502260793466,0.179670572699979,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",54,3,NA,FALSE,36,3,0.149599162035156,0,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",55,3,NA,FALSE,36,3,0.125634340988472,0,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",56,3,NA,FALSE,36,3,0.14411599021405,0.11569727138849,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",57,3,NA,FALSE,36,3,0.123783711437136,0,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",58,3,NA,FALSE,36,3,0.114869198540691,0.125084148999304,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",59,3,NA,FALSE,36,3,0.10048607980134,0,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",60,3,NA,FALSE,36,3,0.11237342992099,0.0869103761040605,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",61,4,NA,FALSE,36,3,0.138620889373124,0.0995865576551296,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",62,4,NA,FALSE,36,3,0.139301401586272,0.0666626943275332,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
