"idx","trial","block","forced_choice","is_training","param_idx","choice","wins","losses","con","gain","loss","decay","explore_alpha","explore_bonus"
"10",58,3,NA,FALSE,52,4,0.148558350291569,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",59,3,NA,FALSE,52,2,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",60,3,NA,FALSE,52,4,0.121660523267929,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",61,4,NA,FALSE,52,1,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",62,4,NA,FALSE,52,1,0.25,0.514739142067265,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",63,4,NA,FALSE,52,1,0.25,0.829058525280561,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",64,4,NA,FALSE,52,1,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",65,4,NA,FALSE,52,2,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",66,4,NA,FALSE,52,1,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",67,4,NA,FALSE,52,1,0.25,0.774673915246967,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",68,4,NA,FALSE,52,1,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",69,4,NA,FALSE,52,1,0.25,0.796641766722314,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",70,4,NA,FALSE,52,1,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",71,4,NA,FALSE,52,1,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",72,4,NA,FALSE,52,1,0.25,0.535053136071656,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",73,4,NA,FALSE,52,1,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",74,4,NA,FALSE,52,3,0.136829616653267,0.185063609166536,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",75,4,NA,FALSE,52,2,0.25,3.21319943870185,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",76,4,NA,FALSE,52,4,0.142900146811735,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",77,4,NA,FALSE,52,1,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",78,4,NA,FALSE,52,3,0.106036337662954,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",79,4,NA,FALSE,52,4,0.103628178336658,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",80,4,NA,FALSE,52,3,0.147863529610913,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",81,5,NA,FALSE,52,2,0.25,3.03527726128232,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",82,5,NA,FALSE,52,4,0.141156743746251,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",83,5,NA,FALSE,52,3,0.115456007549074,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",84,5,NA,FALSE,52,3,0.143381508428138,0.109868867939804,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",85,5,NA,FALSE,52,2,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",86,5,NA,FALSE,52,3,0.130902535666246,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",87,5,NA,FALSE,52,2,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",88,5,NA,FALSE,52,4,0.133095633529592,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",89,5,NA,FALSE,52,1,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",90,5,NA,FALSE,52,4,0.11265960506862,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",91,5,NA,FALSE,52,1,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",92,5,NA,FALSE,52,1,0.25,0.759613668813836,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",93,5,NA,FALSE,52,1,0.25,0.450977236335166,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",94,5,NA,FALSE,52,1,0.25,0.60637796537485,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",95,5,NA,FALSE,52,1,0.25,0.556503556796815,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",96,5,NA,FALSE,52,1,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",97,5,NA,FALSE,52,1,0.25,0.829542669188231,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",98,5,NA,FALSE,52,2,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",99,5,NA,FALSE,52,3,0.119947467977181,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",100,5,NA,FALSE,52,1,0.25,0.880271293688565,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"100",1,1,NA,FALSE,48,1,0.25,0.898969542502891,1.128845,0.0193094,0.4823065,0.847819,0.4459285,-0.6420695
"100",2,1,NA,FALSE,48,2,0.25,0,1.128845,0.0193094,0.4823065,0.847819,0.4459285,-0.6420695
"100",3,1,NA,FALSE,48,2,0.25,0,1.128845,0.0193094,0.4823065,0.847819,0.4459285,-0.6420695
"100",4,1,NA,FALSE,48,2,0.25,0,1.128845,0.0193094,0.4823065,0.847819,0.4459285,-0.6420695
"100",5,1,NA,FALSE,48,2,0.25,0,1.128845,0.0193094,0.4823065,0.847819,0.4459285,-0.6420695
"100",6,1,NA,FALSE,48,2,0.25,0,1.128845,0.0193094,0.4823065,0.847819,0.4459285,-0.6420695
"100",7,1,NA,FALSE,48,2,0.25,0,1.128845,0.0193094,0.4823065,0.847819,0.4459285,-0.6420695
"100",8,1,NA,FALSE,48,2,0.25,0,1.128845,0.0193094,0.4823065,0.847819,0.4459285,-0.6420695
"100",9,1,NA,FALSE,48,2,0.25,0,1.128845,0.0193094,0.4823065,0.847819,0.4459285,-0.6420695
"100",10,1,NA,FALSE,48,2,0.25,0,1.128845,0.0193094,0.4823065,0.847819,0.4459285,-0.6420695
"100",11,1,NA,FALSE,48,2,0.25,0,1.128845,0.0193094,0.4823065,0.847819,0.4459285,-0.6420695
"100",12,1,NA,FALSE,48,2,0.25,0,1.128845,0.0193094,0.4823065,0.847819,0.4459285,-0.6420695
"100",13,1,NA,FALSE,48,2,0.25,0,1.128845,0.0193094,0.4823065,0.847819,0.4459285,-0.6420695
"100",14,1,NA,FALSE,48,2,0.25,0,1.128845,0.0193094,0.4823065,0.847819,0.4459285,-0.6420695
"100",15,1,NA,FALSE,48,2,0.25,0,1.128845,0.0193094,0.4823065,0.847819,0.4459285,-0.6420695
"100",16,1,NA,FALSE,48,2,0.25,0,1.128845,0.0193094,0.4823065,0.847819,0.4459285,-0.6420695
"100",17,1,NA,FALSE,48,2,0.25,0,1.128845,0.0193094,0.4823065,0.847819,0.4459285,-0.6420695
"100",18,1,NA,FALSE,48,2,0.25,0,1.128845,0.0193094,0.4823065,0.847819,0.4459285,-0.6420695
"100",19,1,NA,FALSE,48,2,0.25,0,1.128845,0.0193094,0.4823065,0.847819,0.4459285,-0.6420695
"100",20,1,NA,FALSE,48,2,0.25,0,1.128845,0.0193094,0.4823065,0.847819,0.4459285,-0.6420695
"100",21,2,NA,FALSE,48,2,0.25,0,1.128845,0.0193094,0.4823065,0.847819,0.4459285,-0.6420695
"100",22,2,NA,FALSE,48,2,0.25,0,1.128845,0.0193094,0.4823065,0.847819,0.4459285,-0.6420695
"100",23,2,NA,FALSE,48,2,0.25,0,1.128845,0.0193094,0.4823065,0.847819,0.4459285,-0.6420695
"100",24,2,NA,FALSE,48,2,0.25,0,1.128845,0.0193094,0.4823065,0.847819,0.4459285,-0.6420695
"100",25,2,NA,FALSE,48,2,0.25,0,1.128845,0.0193094,0.4823065,0.847819,0.4459285,-0.6420695
"100",26,2,NA,FALSE,48,2,0.25,0,1.128845,0.0193094,0.4823065,0.847819,0.4459285,-0.6420695
"100",27,2,NA,FALSE,48,2,0.25,0,1.128845,0.0193094,0.4823065,0.847819,0.4459285,-0.6420695
