"idx","trial","block","forced_choice","is_training","param_idx","choice","wins","losses","con","wgt_rew","wgt_pun","update","cohort"
"0008",5,1,NA,FALSE,43,4,0.13731041966239,0.618835486925673,0.376408,0.434944,0.2422245,0.351662,"luc"
"0008",6,1,NA,FALSE,43,2,0.25,0,0.376408,0.434944,0.2422245,0.351662,"luc"
"0008",7,1,NA,FALSE,43,4,0.117550969438162,0,0.376408,0.434944,0.2422245,0.351662,"luc"
"0008",8,1,NA,FALSE,43,2,0.25,0,0.376408,0.434944,0.2422245,0.351662,"luc"
"0008",9,1,NA,FALSE,43,1,0.25,0.756501248129643,0.376408,0.434944,0.2422245,0.351662,"luc"
"0008",10,1,NA,FALSE,43,4,0.140853233484086,0,0.376408,0.434944,0.2422245,0.351662,"luc"
"0008",11,1,NA,FALSE,43,1,0.25,0,0.376408,0.434944,0.2422245,0.351662,"luc"
"0008",12,1,NA,FALSE,43,3,0.141508996253833,0.0623878071317449,0.376408,0.434944,0.2422245,0.351662,"luc"
"0008",13,1,NA,FALSE,43,3,0.116137152153533,0,0.376408,0.434944,0.2422245,0.351662,"luc"
"0008",14,1,NA,FALSE,43,2,0.25,0,0.376408,0.434944,0.2422245,0.351662,"luc"
"0008",15,1,NA,FALSE,43,1,0.25,0,0.376408,0.434944,0.2422245,0.351662,"luc"
"0008",16,1,NA,FALSE,43,1,0.25,0,0.376408,0.434944,0.2422245,0.351662,"luc"
"0008",17,1,NA,FALSE,43,2,0.25,0,0.376408,0.434944,0.2422245,0.351662,"luc"
"0008",18,1,NA,FALSE,43,3,0.120374732115306,0.148042662173975,0.376408,0.434944,0.2422245,0.351662,"luc"
"0008",19,1,NA,FALSE,43,3,0.124953169957735,0.159508682426531,0.376408,0.434944,0.2422245,0.351662,"luc"
"0008",20,1,NA,FALSE,43,3,0.126859245973174,0.199827577057295,0.376408,0.434944,0.2422245,0.351662,"luc"
"0008",21,2,NA,FALSE,43,3,0.104068672284484,0.0827521608094685,0.376408,0.434944,0.2422245,0.351662,"luc"
"0008",22,2,NA,FALSE,43,4,0.125035211886279,0,0.376408,0.434944,0.2422245,0.351662,"luc"
"0008",23,2,NA,FALSE,43,3,0.149673364253249,0.122009041905403,0.376408,0.434944,0.2422245,0.351662,"luc"
"0008",24,2,NA,FALSE,43,1,0.25,0,0.376408,0.434944,0.2422245,0.351662,"luc"
"0008",25,2,NA,FALSE,43,4,0.145242501015309,0,0.376408,0.434944,0.2422245,0.351662,"luc"
"0008",26,2,NA,FALSE,43,1,0.25,0.802749757876154,0.376408,0.434944,0.2422245,0.351662,"luc"
"0008",27,2,NA,FALSE,43,2,0.25,0,0.376408,0.434944,0.2422245,0.351662,"luc"
"0008",28,2,NA,FALSE,43,2,0.25,0,0.376408,0.434944,0.2422245,0.351662,"luc"
"0008",29,2,NA,FALSE,43,4,0.130294875358231,0,0.376408,0.434944,0.2422245,0.351662,"luc"
"0008",30,2,NA,FALSE,43,4,0.13861550843576,0,0.376408,0.434944,0.2422245,0.351662,"luc"
"0008",31,2,NA,FALSE,43,3,0.147324212361127,0,0.376408,0.434944,0.2422245,0.351662,"luc"
"0008",32,2,NA,FALSE,43,2,0.25,0,0.376408,0.434944,0.2422245,0.351662,"luc"
"0008",33,2,NA,FALSE,43,2,0.25,0,0.376408,0.434944,0.2422245,0.351662,"luc"
"0008",34,2,NA,FALSE,43,4,0.105489165778272,0,0.376408,0.434944,0.2422245,0.351662,"luc"
"0008",35,2,NA,FALSE,43,4,0.137254774628673,0,0.376408,0.434944,0.2422245,0.351662,"luc"
"0008",36,2,NA,FALSE,43,1,0.25,0.591077316657174,0.376408,0.434944,0.2422245,0.351662,"luc"
