"idx","trial","block","forced_choice","is_training","param_idx","choice","wins","losses","con","gain","loss","decay"
"10",22,2,NA,FALSE,26,2,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",23,2,NA,FALSE,26,4,0.136479277198669,0.631450407882221,0.336905,0.0610032,0.1197685,0.2857155
"10",24,2,NA,FALSE,26,4,0.12168902172707,0,0.336905,0.0610032,0.1197685,0.2857155
"10",25,2,NA,FALSE,26,2,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",26,2,NA,FALSE,26,2,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",27,2,NA,FALSE,26,1,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",28,2,NA,FALSE,26,4,0.124321249849163,0,0.336905,0.0610032,0.1197685,0.2857155
"10",29,2,NA,FALSE,26,2,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",30,2,NA,FALSE,26,2,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",31,2,NA,FALSE,26,4,0.12310156004969,0,0.336905,0.0610032,0.1197685,0.2857155
"10",32,2,NA,FALSE,26,2,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",33,2,NA,FALSE,26,1,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",34,2,NA,FALSE,26,3,0.111052667046897,0.0982895832392387,0.336905,0.0610032,0.1197685,0.2857155
"10",35,2,NA,FALSE,26,4,0.10365481445333,0,0.336905,0.0610032,0.1197685,0.2857155
"10",36,2,NA,FALSE,26,1,0.25,0.489360394480173,0.336905,0.0610032,0.1197685,0.2857155
"10",37,2,NA,FALSE,26,4,0.102748767589219,0,0.336905,0.0610032,0.1197685,0.2857155
"10",38,2,NA,FALSE,26,2,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",39,2,NA,FALSE,26,1,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",40,2,NA,FALSE,26,2,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",41,3,NA,FALSE,26,4,0.146121807675809,0,0.336905,0.0610032,0.1197685,0.2857155
"10",42,3,NA,FALSE,26,1,0.25,0.583639353397302,0.336905,0.0610032,0.1197685,0.2857155
"10",43,3,NA,FALSE,26,4,0.103575112204999,0,0.336905,0.0610032,0.1197685,0.2857155
"10",44,3,NA,FALSE,26,3,0.123678606492467,0.115701355156489,0.336905,0.0610032,0.1197685,0.2857155
"10",45,3,NA,FALSE,26,3,0.12917036593426,0.160188304178882,0.336905,0.0610032,0.1197685,0.2857155
"10",46,3,NA,FALSE,26,4,0.112767196248751,0,0.336905,0.0610032,0.1197685,0.2857155
"10",47,3,NA,FALSE,26,4,0.132658496196382,0,0.336905,0.0610032,0.1197685,0.2857155
"10",48,3,NA,FALSE,26,2,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",49,3,NA,FALSE,26,4,0.135295636730734,0,0.336905,0.0610032,0.1197685,0.2857155
"10",50,3,NA,FALSE,26,4,0.101300877530593,0,0.336905,0.0610032,0.1197685,0.2857155
"10",51,3,NA,FALSE,26,4,0.10633154445095,0.629781590343919,0.336905,0.0610032,0.1197685,0.2857155
"10",52,3,NA,FALSE,26,2,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",53,3,NA,FALSE,26,2,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",54,3,NA,FALSE,26,4,0.12693806894822,0,0.336905,0.0610032,0.1197685,0.2857155
"10",55,3,NA,FALSE,26,2,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",56,3,NA,FALSE,26,1,0.25,0.8309219748131,0.336905,0.0610032,0.1197685,0.2857155
"10",57,3,NA,FALSE,26,4,0.116443236824125,0,0.336905,0.0610032,0.1197685,0.2857155
"10",58,3,NA,FALSE,26,1,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",59,3,NA,FALSE,26,1,0.25,0.469050862616859,0.336905,0.0610032,0.1197685,0.2857155
"10",60,3,NA,FALSE,26,4,0.144690613716375,0,0.336905,0.0610032,0.1197685,0.2857155
"10",61,4,NA,FALSE,26,1,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",62,4,NA,FALSE,26,4,0.148084870504681,0,0.336905,0.0610032,0.1197685,0.2857155
"10",63,4,NA,FALSE,26,3,0.117328796559013,0.0988547040731646,0.336905,0.0610032,0.1197685,0.2857155
"10",64,4,NA,FALSE,26,2,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",65,4,NA,FALSE,26,3,0.122954467055388,0,0.336905,0.0610032,0.1197685,0.2857155
"10",66,4,NA,FALSE,26,1,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",67,4,NA,FALSE,26,2,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",68,4,NA,FALSE,26,1,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",69,4,NA,FALSE,26,1,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",70,4,NA,FALSE,26,4,0.145446593232919,0.624833945115097,0.336905,0.0610032,0.1197685,0.2857155
"10",71,4,NA,FALSE,26,1,0.25,0.729094474005979,0.336905,0.0610032,0.1197685,0.2857155
"10",72,4,NA,FALSE,26,3,0.122252568334807,0,0.336905,0.0610032,0.1197685,0.2857155
"10",73,4,NA,FALSE,26,2,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",74,4,NA,FALSE,26,1,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",75,4,NA,FALSE,26,1,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",76,4,NA,FALSE,26,1,0.25,0.376160347717814,0.336905,0.0610032,0.1197685,0.2857155
"10",77,4,NA,FALSE,26,2,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",78,4,NA,FALSE,26,2,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",79,4,NA,FALSE,26,2,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",80,4,NA,FALSE,26,3,0.131516104494222,0,0.336905,0.0610032,0.1197685,0.2857155
"10",81,5,NA,FALSE,26,1,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",82,5,NA,FALSE,26,2,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",83,5,NA,FALSE,26,4,0.118590757483616,0,0.336905,0.0610032,0.1197685,0.2857155
"10",84,5,NA,FALSE,26,4,0.149358609924093,0,0.336905,0.0610032,0.1197685,0.2857155
"10",85,5,NA,FALSE,26,2,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",86,5,NA,FALSE,26,3,0.109115568024572,0.0992567433859222,0.336905,0.0610032,0.1197685,0.2857155
"10",87,5,NA,FALSE,26,2,0.25,3.05111921759089,0.336905,0.0610032,0.1197685,0.2857155
"10",88,5,NA,FALSE,26,2,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",89,5,NA,FALSE,26,2,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",90,5,NA,FALSE,26,3,0.118855820829049,0,0.336905,0.0610032,0.1197685,0.2857155
"10",91,5,NA,FALSE,26,3,0.144603290804662,0.0573080671019852,0.336905,0.0610032,0.1197685,0.2857155
"10",92,5,NA,FALSE,26,3,0.148518070066348,0.118212984513957,0.336905,0.0610032,0.1197685,0.2857155
"10",93,5,NA,FALSE,26,3,0.146460058784578,0.0809089307091199,0.336905,0.0610032,0.1197685,0.2857155
"10",94,5,NA,FALSE,26,4,0.13547416862566,0,0.336905,0.0610032,0.1197685,0.2857155
"10",95,5,NA,FALSE,26,4,0.114650197408628,0,0.336905,0.0610032,0.1197685,0.2857155
"10",96,5,NA,FALSE,26,3,0.107915933837648,0.181377325300127,0.336905,0.0610032,0.1197685,0.2857155
"10",97,5,NA,FALSE,26,1,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",98,5,NA,FALSE,26,4,0.12032692222856,0,0.336905,0.0610032,0.1197685,0.2857155
"10",99,5,NA,FALSE,26,2,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",100,5,NA,FALSE,26,1,0.25,0.43226696375059,0.336905,0.0610032,0.1197685,0.2857155
"100",1,1,NA,FALSE,33,1,0.25,0.67787570831133,1.298355,0.03580445,0.5254035,0.09005905
"100",2,1,NA,FALSE,33,1,0.25,0,1.298355,0.03580445,0.5254035,0.09005905
"100",3,1,NA,FALSE,33,1,0.25,0.596849890926387,1.298355,0.03580445,0.5254035,0.09005905
"100",4,1,NA,FALSE,33,1,0.25,0,1.298355,0.03580445,0.5254035,0.09005905
"100",5,1,NA,FALSE,33,1,0.25,0.598404524696525,1.298355,0.03580445,0.5254035,0.09005905
"100",6,1,NA,FALSE,33,1,0.25,0.533903547923546,1.298355,0.03580445,0.5254035,0.09005905
"100",7,1,NA,FALSE,33,1,0.25,0.794515303394292,1.298355,0.03580445,0.5254035,0.09005905
"100",8,1,NA,FALSE,33,1,0.25,0,1.298355,0.03580445,0.5254035,0.09005905
"100",9,1,NA,FALSE,33,1,0.25,0,1.298355,0.03580445,0.5254035,0.09005905
"100",10,1,NA,FALSE,33,1,0.25,0.805658012011554,1.298355,0.03580445,0.5254035,0.09005905
