"idx","trial","block","deck_shown","forced_choice","is_training","param_idx","choice","outcome","gain","loss","con","retend"
"200438",7,0,2,0,TRUE,4,0,0,0.205683,0.5607385,0.3816185,0.294227
"200438",8,0,4,1,TRUE,4,1,50,0.205683,0.5607385,0.3816185,0.294227
"200438",9,0,2,0,TRUE,4,0,0,0.205683,0.5607385,0.3816185,0.294227
"200438",10,0,1,1,TRUE,4,1,-250,0.205683,0.5607385,0.3816185,0.294227
"200438",11,0,4,1,TRUE,4,1,50,0.205683,0.5607385,0.3816185,0.294227
"200438",12,0,1,0,TRUE,4,0,0,0.205683,0.5607385,0.3816185,0.294227
"200438",13,0,4,1,TRUE,4,1,50,0.205683,0.5607385,0.3816185,0.294227
"200438",14,0,3,1,TRUE,4,1,0,0.205683,0.5607385,0.3816185,0.294227
"200438",15,0,2,0,TRUE,4,0,0,0.205683,0.5607385,0.3816185,0.294227
"200438",16,0,4,1,TRUE,4,1,50,0.205683,0.5607385,0.3816185,0.294227
"200438",17,0,3,1,TRUE,4,1,0,0.205683,0.5607385,0.3816185,0.294227
"200438",18,0,1,1,TRUE,4,1,100,0.205683,0.5607385,0.3816185,0.294227
"200438",19,0,1,1,TRUE,4,1,-250,0.205683,0.5607385,0.3816185,0.294227
"200438",20,0,1,0,TRUE,4,0,0,0.205683,0.5607385,0.3816185,0.294227
"200438",21,1,1,NA,FALSE,4,0,0,0.205683,0.5607385,0.3816185,0.294227
"200438",22,1,2,NA,FALSE,4,1,100,0.205683,0.5607385,0.3816185,0.294227
"200438",23,1,3,NA,FALSE,4,1,50,0.205683,0.5607385,0.3816185,0.294227
"200438",24,1,3,NA,FALSE,4,1,50,0.205683,0.5607385,0.3816185,0.294227
"200438",25,1,2,NA,FALSE,4,0,0,0.205683,0.5607385,0.3816185,0.294227
"200438",26,1,1,NA,FALSE,4,1,-250,0.205683,0.5607385,0.3816185,0.294227
"200438",27,1,2,NA,FALSE,4,1,-1150,0.205683,0.5607385,0.3816185,0.294227
"200438",28,1,3,NA,FALSE,4,0,0,0.205683,0.5607385,0.3816185,0.294227
"200438",29,1,1,NA,FALSE,4,0,0,0.205683,0.5607385,0.3816185,0.294227
"200438",30,1,4,NA,FALSE,4,1,50,0.205683,0.5607385,0.3816185,0.294227
"200438",31,1,1,NA,FALSE,4,1,-250,0.205683,0.5607385,0.3816185,0.294227
"200438",32,1,4,NA,FALSE,4,1,50,0.205683,0.5607385,0.3816185,0.294227
"200438",33,1,4,NA,FALSE,4,1,50,0.205683,0.5607385,0.3816185,0.294227
"200438",34,1,1,NA,FALSE,4,0,0,0.205683,0.5607385,0.3816185,0.294227
"200438",35,1,2,NA,FALSE,4,1,100,0.205683,0.5607385,0.3816185,0.294227
"200438",36,1,4,NA,FALSE,4,1,50,0.205683,0.5607385,0.3816185,0.294227
"200438",37,1,3,NA,FALSE,4,0,0,0.205683,0.5607385,0.3816185,0.294227
"200438",38,1,3,NA,FALSE,4,1,0,0.205683,0.5607385,0.3816185,0.294227
"200438",39,1,4,NA,FALSE,4,0,0,0.205683,0.5607385,0.3816185,0.294227
"200438",40,1,1,NA,FALSE,4,0,0,0.205683,0.5607385,0.3816185,0.294227
"200438",41,2,3,NA,FALSE,4,0,0,0.205683,0.5607385,0.3816185,0.294227
"200438",42,2,2,NA,FALSE,4,1,100,0.205683,0.5607385,0.3816185,0.294227
"200438",43,2,4,NA,FALSE,4,1,50,0.205683,0.5607385,0.3816185,0.294227
"200438",44,2,2,NA,FALSE,4,1,100,0.205683,0.5607385,0.3816185,0.294227
"200438",45,2,3,NA,FALSE,4,0,0,0.205683,0.5607385,0.3816185,0.294227
"200438",46,2,1,NA,FALSE,4,1,-250,0.205683,0.5607385,0.3816185,0.294227
"200438",47,2,4,NA,FALSE,4,1,50,0.205683,0.5607385,0.3816185,0.294227
"200438",48,2,2,NA,FALSE,4,1,100,0.205683,0.5607385,0.3816185,0.294227
"200438",49,2,1,NA,FALSE,4,0,0,0.205683,0.5607385,0.3816185,0.294227
"200438",50,2,4,NA,FALSE,4,1,50,0.205683,0.5607385,0.3816185,0.294227
"200438",51,2,1,NA,FALSE,4,1,100,0.205683,0.5607385,0.3816185,0.294227
"200438",52,2,1,NA,FALSE,4,1,-250,0.205683,0.5607385,0.3816185,0.294227
"200438",53,2,2,NA,FALSE,4,0,0,0.205683,0.5607385,0.3816185,0.294227
"200438",54,2,2,NA,FALSE,4,0,0,0.205683,0.5607385,0.3816185,0.294227
"200438",55,2,3,NA,FALSE,4,0,0,0.205683,0.5607385,0.3816185,0.294227
"200438",56,2,4,NA,FALSE,4,1,50,0.205683,0.5607385,0.3816185,0.294227
"200438",57,2,4,NA,FALSE,4,1,50,0.205683,0.5607385,0.3816185,0.294227
"200438",58,2,1,NA,FALSE,4,0,0,0.205683,0.5607385,0.3816185,0.294227
"200438",59,2,1,NA,FALSE,4,1,-250,0.205683,0.5607385,0.3816185,0.294227
"200438",60,2,3,NA,FALSE,4,0,0,0.205683,0.5607385,0.3816185,0.294227
"200438",61,3,2,NA,FALSE,4,1,100,0.205683,0.5607385,0.3816185,0.294227
"200438",62,3,2,NA,FALSE,4,1,100,0.205683,0.5607385,0.3816185,0.294227
"200438",63,3,1,NA,FALSE,4,0,0,0.205683,0.5607385,0.3816185,0.294227
