"idx","trial","block","deck_shown","forced_choice","is_training","param_idx","choice","outcome","RT","boundary","tau","beta","drift_con","gain","loss","update","decay"
"200004",48,2,1,NA,FALSE,109,0,0,0.502736301237213,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",49,2,2,NA,FALSE,109,1,100,0.904637654387232,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",50,2,4,NA,FALSE,109,1,50,0.187787071667056,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",51,2,1,NA,FALSE,109,0,0,0.86282555684678,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",52,2,1,NA,FALSE,109,1,-250,0.650731313932136,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",53,2,2,NA,FALSE,109,1,100,0.959576670643586,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",54,2,3,NA,FALSE,109,1,-25,0.14501161470609,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",55,2,1,NA,FALSE,109,0,0,0.801112823173853,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",56,2,2,NA,FALSE,109,1,100,0.37086050214025,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",57,2,3,NA,FALSE,109,0,0,0.340448624808607,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",58,2,3,NA,FALSE,109,0,0,0.501284469389927,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",59,2,1,NA,FALSE,109,0,0,0.513061201136163,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",60,2,4,NA,FALSE,109,1,50,0.254904964465093,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",61,3,1,NA,FALSE,109,0,0,0.471196087927051,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",62,3,2,NA,FALSE,109,1,100,0.21687060508148,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",63,3,1,NA,FALSE,109,1,-250,0.987501663971851,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",64,3,1,NA,FALSE,109,1,100,0.260039737638604,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",65,3,3,NA,FALSE,109,0,0,0.45372657245309,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",66,3,3,NA,FALSE,109,1,-25,0.3694074736705,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",67,3,1,NA,FALSE,109,1,100,0.442884101216831,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",68,3,1,NA,FALSE,109,1,100,0.276302878154379,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",69,3,2,NA,FALSE,109,1,100,0.212007313643855,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",70,3,4,NA,FALSE,109,1,50,0.39293106000239,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",71,3,4,NA,FALSE,109,1,50,0.834205401241355,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",72,3,2,NA,FALSE,109,1,100,0.340071386431557,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",73,3,3,NA,FALSE,109,1,50,0.40280028001831,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",74,3,2,NA,FALSE,109,1,100,0.195179743388813,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",75,3,4,NA,FALSE,109,1,50,0.647514163406464,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",76,3,1,NA,FALSE,109,1,100,0.467692636347745,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",77,3,3,NA,FALSE,109,0,0,0.52810825201047,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",78,3,2,NA,FALSE,109,1,100,0.210813770190327,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",79,3,1,NA,FALSE,109,1,-250,0.201009585640096,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",80,3,2,NA,FALSE,109,1,100,0.167113610757355,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",81,4,1,NA,FALSE,109,1,100,0.213076269807627,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",82,4,2,NA,FALSE,109,1,100,0.149424777321049,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",83,4,1,NA,FALSE,109,1,100,0.750092839371342,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",84,4,3,NA,FALSE,109,1,0,0.89506082659731,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",85,4,4,NA,FALSE,109,1,50,0.179795096679395,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",86,4,2,NA,FALSE,109,1,100,0.251495624290401,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
