"parameter","subject_id","true_value","recovered_value","parameter_type","error","relative_error"
"Arew",33,0.1258795,0.2068475,"group",0.080968,0.643218315929123
"Apun",33,0.03045245,0.0309484,"group",0.000495950000000002,0.0162860459503259
"K",33,0.6980915,0.6527565,"group",-0.0453350000000001,-0.0649413436490777
"betaF",33,3.497725,4.50314,"group",1.005415,0.287448269946894
"betaP",33,-0.09369205,-1.139835,"group",-1.04614295,-11.1657600618195
"Arew",34,0.191546,0.1375485,"group",-0.0539975,-0.281903563634845
"Apun",34,0.02419525,0.0403628,"group",0.01616755,0.668211735774584
"K",34,0.913028,0.6343495,"group",-0.2786785,-0.305224483805535
"betaF",34,1.948755,1.86899,"group",-0.0797650000000001,-0.0409312612411514
"betaP",34,2.30405,1.26386,"group",-1.04019,-0.451461556823854
"Arew",35,0.1972145,0.25535,"group",0.0581355,0.294783091506963
"Apun",35,0.1157315,0.0979895,"group",-0.017742,-0.153303119721078
"K",35,0.6128105,0.503786,"group",-0.1090245,-0.177908994705541
"betaF",35,6.867495,5.18198,"group",-1.685515,-0.245433742580082
"betaP",35,-6.144725,-4.13713,"group",2.007595,0.326718445495934
"Arew",36,0.1125165,0.1912165,"group",0.0787,0.699452969120085
"Apun",36,0.162266,0.138074,"group",-0.024192,-0.149088533642291
"K",36,0.6102685,0.750685,"group",0.1404165,0.23008970641611
"betaF",36,4.48791,4.208155,"group",-0.279755,-0.0623352518210035
"betaP",36,-2.839685,-2.897055,"group",-0.0573699999999997,-0.0202029450449609
"Arew",37,0.07053295,0.1312355,"group",0.06070255,0.86062684178104
"Apun",37,0.02485265,0.0435585,"group",0.01870585,0.752670238385041
"K",37,0.7248545,0.6721945,"group",-0.0526599999999999,-0.0726490626739572
"betaF",37,5.24273,3.653905,"group",-1.588825,-0.303052989568412
"betaP",37,-1.43976,-1.457495,"group",-0.0177350000000001,-0.0123180252264267
"Arew",38,0.06576895,0.0903662,"group",0.02459725,0.373994871440095
"Apun",38,0.0229479,0.02817535,"group",0.00522745,0.22779644324753
"K",38,0.5484465,0.633163,"group",0.0847165,0.15446629707729
"betaF",38,4.344075,3.864755,"group",-0.47932,-0.11033879479521
"betaP",38,-2.630445,-2.420035,"group",0.21041,0.0799902678063978
"Arew",39,0.1894655,0.1045025,"group",-0.084963,-0.448435203242807
"Apun",39,0.02703775,0.022559,"group",-0.00447875,-0.165648029144437
"K",39,0.672229,0.6135335,"group",-0.0586955,-0.0873147394712219
"betaF",39,3.653985,4.92344,"group",1.269455,0.347416587643354
"betaP",39,-3.131855,-3.681115,"group",-0.54926,-0.175378489744896
"Arew",40,0.449167,0.4673115,"group",0.0181445,0.0403958883889511
"Apun",40,0.09292835,0.141043,"group",0.04811465,0.51776072640911
"K",40,0.638966,0.613475,"group",-0.0254909999999999,-0.0398941414723161
"betaF",40,4.6794,4.18866,"group",-0.49074,-0.104872419540967
"betaP",40,-6.01836,-6.4043,"group",-0.38594,-0.064127104393888
"Arew",41,0.181858,0.1762525,"group",-0.00560550000000001,-0.0308234996535759
"Apun",41,0.0256062,0.09687295,"group",0.07126675,2.78318336965266
"K",41,0.566097,0.381136,"group",-0.184961,-0.32673022467881
"betaF",41,0.6624905,2.54448,"group",1.8819895,2.84077960363205
"betaP",41,-3.211305,-3.01633,"group",0.194975,0.0607151921103727
"Arew",42,0.06952925,0.0891236,"group",0.01959435,0.281814488147075
"Apun",42,0.165701,0.0773891,"group",-0.0883119,-0.532959366569906
"K",42,0.487234,0.643889,"group",0.156655,0.321519023713452
"betaF",42,3.058225,2.70344,"group",-0.354785000000001,-0.116010103900138
"betaP",42,-0.939058,-1.23828,"group",-0.299222,-0.318640595149608
