"idx","trial","block","forced_choice","is_training","param_idx","choice","wins","losses","RT","boundary1","boundary","tau1","tau","urgency","drift_con","Arew","Apun","K","betaF","betaP"
"0001",26,2,NA,FALSE,60,1,0.25,0.738036998757161,1.11177384424763,1.87067,1.86454,0.134153,0.0796721,0.148603,0.6251895,0.6048165,0.16323,1.462005,-0.042847,-0.814394
"0001",27,2,NA,FALSE,60,3,0.130476545321289,0,1.14900995055195,1.87067,1.86454,0.134153,0.0796721,0.148603,0.6251895,0.6048165,0.16323,1.462005,-0.042847,-0.814394
"0001",28,2,NA,FALSE,60,1,0.25,0,0.882989746457752,1.87067,1.86454,0.134153,0.0796721,0.148603,0.6251895,0.6048165,0.16323,1.462005,-0.042847,-0.814394
"0001",29,2,NA,FALSE,60,1,0.25,0.614484626927879,1.07983365758382,1.87067,1.86454,0.134153,0.0796721,0.148603,0.6251895,0.6048165,0.16323,1.462005,-0.042847,-0.814394
"0001",30,2,NA,FALSE,60,2,0.25,0,1.46942778618827,1.87067,1.86454,0.134153,0.0796721,0.148603,0.6251895,0.6048165,0.16323,1.462005,-0.042847,-0.814394
"0001",31,2,NA,FALSE,60,3,0.131775752932299,0.151979951525573,1.18900056876655,1.87067,1.86454,0.134153,0.0796721,0.148603,0.6251895,0.6048165,0.16323,1.462005,-0.042847,-0.814394
"0001",32,2,NA,FALSE,60,1,0.25,0.793001288746018,1.21892682331526,1.87067,1.86454,0.134153,0.0796721,0.148603,0.6251895,0.6048165,0.16323,1.462005,-0.042847,-0.814394
"0001",33,2,NA,FALSE,60,1,0.25,0.555117051815614,1.26140139819871,1.87067,1.86454,0.134153,0.0796721,0.148603,0.6251895,0.6048165,0.16323,1.462005,-0.042847,-0.814394
"0001",34,2,NA,FALSE,60,2,0.25,0,1.95213340371815,1.87067,1.86454,0.134153,0.0796721,0.148603,0.6251895,0.6048165,0.16323,1.462005,-0.042847,-0.814394
"0001",35,2,NA,FALSE,60,2,0.25,0,1.47257545898775,1.87067,1.86454,0.134153,0.0796721,0.148603,0.6251895,0.6048165,0.16323,1.462005,-0.042847,-0.814394
"0001",36,2,NA,FALSE,60,2,0.25,0,0.452978309299077,1.87067,1.86454,0.134153,0.0796721,0.148603,0.6251895,0.6048165,0.16323,1.462005,-0.042847,-0.814394
"0001",37,2,NA,FALSE,60,2,0.25,3.02038171730237,1.57813515489386,1.87067,1.86454,0.134153,0.0796721,0.148603,0.6251895,0.6048165,0.16323,1.462005,-0.042847,-0.814394
"0001",38,2,NA,FALSE,60,1,0.25,0.54545355506707,1.17406415458246,1.87067,1.86454,0.134153,0.0796721,0.148603,0.6251895,0.6048165,0.16323,1.462005,-0.042847,-0.814394
"0001",39,2,NA,FALSE,60,3,0.126712564867921,0,1.07280927705819,1.87067,1.86454,0.134153,0.0796721,0.148603,0.6251895,0.6048165,0.16323,1.462005,-0.042847,-0.814394
"0001",40,2,NA,FALSE,60,1,0.25,0,1.29901863260199,1.87067,1.86454,0.134153,0.0796721,0.148603,0.6251895,0.6048165,0.16323,1.462005,-0.042847,-0.814394
"0001",41,3,NA,FALSE,60,1,0.25,0.406114510993939,0.63013774714783,1.87067,1.86454,0.134153,0.0796721,0.148603,0.6251895,0.6048165,0.16323,1.462005,-0.042847,-0.814394
"0001",42,3,NA,FALSE,60,1,0.25,0.724544654577039,1.50671596879464,1.87067,1.86454,0.134153,0.0796721,0.148603,0.6251895,0.6048165,0.16323,1.462005,-0.042847,-0.814394
