"idx","trial","block","forced_choice","is_training","param_idx","choice","wins","losses","RT","boundary1","boundary","tau1","tau","urgency","drift_con","gain","loss","decay"
"0002",22,2,NA,FALSE,20,3,0.127677483216394,0.160881018568762,0.465822850174837,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",23,2,NA,FALSE,20,3,0.132437661360018,0.0811573599465191,0.553870147563166,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",24,2,NA,FALSE,20,1,0.25,0.85833748356672,0.256120831339834,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",25,2,NA,FALSE,20,2,0.25,0,0.453916730152931,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",26,2,NA,FALSE,20,2,0.25,0,0.415314599443448,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",27,2,NA,FALSE,20,2,0.25,0,0.216508565315247,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",28,2,NA,FALSE,20,1,0.25,0,0.224592893933608,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",29,2,NA,FALSE,20,3,0.138117425586097,0,0.654812474351624,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",30,2,NA,FALSE,20,1,0.25,0,0.457857230205867,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",31,2,NA,FALSE,20,2,0.25,3.06346708885394,0.426912488098173,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",32,2,NA,FALSE,20,1,0.25,0,0.481363202691263,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",33,2,NA,FALSE,20,1,0.25,0.80509960972704,0.543582380716491,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",34,2,NA,FALSE,20,1,0.25,0.357331045519095,0.401188771203355,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",35,2,NA,FALSE,20,2,0.25,3.0208933968097,0.721814286487344,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",36,2,NA,FALSE,20,2,0.25,0,0.289295521188152,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",37,2,NA,FALSE,20,1,0.25,0,0.342999239880647,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",38,2,NA,FALSE,20,1,0.25,0,0.688017800685362,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
