"parameter","subject_id","true_value","recovered_value","parameter_type","error","relative_error","model"
"gain",63,0.557623,1.28968,"group",0.732057,1.31281708250915,"nnldecay"
"loss",63,1.103375,0.206395,"group",-0.89698,-0.812942109436955,"nnldecay"
"decay",63,0.3881005,0.5248365,"group",0.136736,0.352321112701478,"nnldecay"
"con",64,0.7403005,0.945081,"group",0.2047805,0.276618076038041,"nnldecay"
"gain",64,0.6331445,1.189945,"group",0.5568005,0.879420890491823,"nnldecay"
"loss",64,1.03012,0.4038685,"group",-0.6262515,-0.607940337048111,"nnldecay"
"decay",64,0.36585,0.628002,"group",0.262152,0.716555965559655,"nnldecay"
"con",65,0.827702,1.71167,"group",0.883968,1.06797857199813,"nnldecay"
"gain",65,1.177765,1.35947,"group",0.181705,0.154279503975751,"nnldecay"
"loss",65,0.450933,0.169035,"group",-0.281898,-0.62514386837956,"nnldecay"
"decay",65,0.124319,0.370164,"group",0.245845,1.97753360306952,"nnldecay"
"con",66,1.00328,1.5947,"group",0.59142,0.589486484331393,"nnldecay"
"gain",66,0.545067,1.372965,"group",0.827898,1.51889217288884,"nnldecay"
"loss",66,1.178885,0.1421175,"group",-1.0367675,-0.879447528809002,"nnldecay"
"decay",66,0.1517455,0.4389185,"group",0.287173,1.89246468593797,"nnldecay"
"con",67,1.02248,1.861615,"group",0.839135,0.820685979187857,"nnldecay"
"gain",67,1.071835,1.319195,"group",0.24736,0.230781790107619,"nnldecay"
"loss",67,0.8549645,0.352053,"group",-0.5029115,-0.588225008172854,"nnldecay"
"decay",67,0.08680585,0.180864,"group",0.09405815,1.08354621261125,"nnldecay"
"con",68,0.6097115,0.874693,"group",0.2649815,0.434601446749815,"nnldecay"
"gain",68,0.588567,0.6836525,"group",0.0950854999999999,0.161554249558674,"nnldecay"
"loss",68,0.9585635,1.023985,"group",0.0654215000000001,0.0682495212888871,"nnldecay"
"decay",68,0.4425845,0.461707,"group",0.0191225,0.0432064385445039,"nnldecay"
"con",69,0.615393,0.707189,"group",0.091796,0.149166467606879,"nnldecay"
"gain",69,0.757081,1.104955,"group",0.347874,0.459493766188822,"nnldecay"
"loss",69,0.874191,0.4178995,"group",-0.4562915,-0.52195858799736,"nnldecay"
"decay",69,0.310487,0.605988,"group",0.295501,0.951733889019508,"nnldecay"
"con",70,1.601455,1.41829,"group",-0.183165,-0.114374116038228,"nnldecay"
"gain",70,0.187993,1.401425,"group",1.213432,6.45466586521839,"nnldecay"
"loss",70,1.356035,0.09431575,"group",-1.26171925,-0.930447407330932,"nnldecay"
"decay",70,0.60721,0.424347,"group",-0.182863,-0.301152813688839,"nnldecay"
"con",71,0.5104175,0.5411145,"group",0.030697,0.0601409630351623,"nnldecay"
"gain",71,0.580281,0.763435,"group",0.183154,0.315629841404423,"nnldecay"
"loss",71,0.911899,0.7806525,"group",-0.1312465,-0.143926575201859,"nnldecay"
"decay",71,0.507987,0.614371,"group",0.106384,0.20942268207651,"nnldecay"
"con",72,0.9760625,1.26639,"group",0.2903275,0.297447653198437,"nnldecay"
"gain",72,0.5571965,1.377685,"group",0.8204885,1.47252988846843,"nnldecay"
"loss",72,1.157385,0.122634,"group",-1.034751,-0.894042172656463,"nnldecay"
"decay",72,0.208583,0.246957,"group",0.038374,0.183974724689932,"nnldecay"
"con",73,1.353985,3.452805,"group",2.09882,1.5501057988087,"nnldecay"
"gain",73,0.6498135,1.42208,"group",0.7722665,1.18844329950055,"nnldecay"
"loss",73,1.20102,0.337865,"group",-0.863155,-0.718684951124877,"nnldecay"
"decay",73,0.191337,0.427549,"group",0.236212,1.23453383297533,"nnldecay"
"con",74,1.22943,0.9889315,"group",-0.2404985,-0.195617887964341,"nnldecay"
"gain",74,1.27598,1.314945,"group",0.0389649999999999,0.030537312497061,"nnldecay"
"loss",74,0.339474,0.180161,"group",-0.159313,-0.469293671974879,"nnldecay"
"decay",74,0.435907,0.271857,"group",-0.16405,-0.376341742619412,"nnldecay"
"con",75,0.699909,1.012115,"group",0.312206,0.446066560081382,"nnldecay"
"gain",75,0.513303,1.29423,"group",0.780927,1.52137626314282,"nnldecay"
"loss",75,1.049635,0.196279,"group",-0.853356,-0.813002615194806,"nnldecay"
"decay",75,0.510633,0.561178,"group",0.050545,0.0989849853025558,"nnldecay"
"con",76,1.22204,1.34081,"group",0.11877,0.0971899446826618,"nnldecay"
"gain",76,0.201785,1.397505,"group",1.19572,5.92571301137349,"nnldecay"
"loss",76,1.31013,0.09763085,"group",-1.21249915,-0.925480028699442,"nnldecay"
"decay",76,0.606689,0.6358895,"group",0.0292005,0.048130920455126,"nnldecay"
"con",77,1.213775,1.302485,"group",0.0887099999999998,0.0730860332433934,"nnldecay"
"gain",77,1.119545,1.375125,"group",0.25558,0.228289171047167,"nnldecay"
"loss",77,0.8413045,0.1212795,"group",-0.720025,-0.85584351444691,"nnldecay"
"decay",77,0.279941,0.2654895,"group",-0.0144515,-0.0516233777831758,"nnldecay"
"con",78,1.6899,1.79409,"group",0.10419,0.0616545357713476,"nnldecay"
"gain",78,1.30411,1.401325,"group",0.0972149999999998,0.0745450920551179,"nnldecay"
"loss",78,0.4027365,0.1248155,"group",-0.277921,-0.690081480074441,"nnldecay"
"decay",78,0.5518625,0.5050225,"group",-0.0468400000000001,-0.0848762146367983,"nnldecay"
"con",79,1.17894,1.598115,"group",0.419175,0.35555244541707,"nnldecay"
"gain",79,0.396809,1.356225,"group",0.959416,2.41782822466224,"nnldecay"
"loss",79,1.25277,0.192627,"group",-1.060143,-0.846239134078881,"nnldecay"
"decay",79,0.09731435,0.342885,"group",0.24557065,2.52347829482497,"nnldecay"
"con",80,0.688698,1.061195,"group",0.372497,0.540871325312401,"nnldecay"
"gain",80,1.088675,1.226625,"group",0.13795,0.126713665694537,"nnldecay"
"loss",80,0.507905,0.3914015,"group",-0.1165035,-0.229380494383792,"nnldecay"
"decay",80,0.281755,0.480461,"group",0.198706,0.705243917587976,"nnldecay"
"con",81,0.6287625,0.8890645,"group",0.260302,0.413990974334506,"nnldecay"
"gain",81,0.936764,1.22378,"group",0.287016,0.306390937311852,"nnldecay"
"loss",81,0.6868335,0.3522535,"group",-0.33458,-0.487134072522671,"nnldecay"
"decay",81,0.476824,0.342856,"group",-0.133968,-0.280959012130262,"nnldecay"
"con",82,2.38563,2.19015,"group",-0.19548,-0.0819406194590108,"nnldecay"
"gain",82,1.271565,1.32953,"group",0.057965,0.0455855579541746,"nnldecay"
"loss",82,0.721199,0.347398,"group",-0.373801,-0.518304933867074,"nnldecay"
"decay",82,0.517403,0.205964,"group",-0.311439,-0.601927317777438,"nnldecay"
"con",83,0.9378135,1.990435,"group",1.0526215,1.12242092910797,"nnldecay"
"gain",83,1.01165,1.351275,"group",0.339625,0.335713932684229,"nnldecay"
"loss",83,0.900539,0.2684265,"group",-0.6321125,-0.70192684603332,"nnldecay"
"decay",83,0.131339,0.329451,"group",0.198112,1.50840192174449,"nnldecay"
"con",84,1.44655,1.538425,"group",0.0918749999999999,0.0635131865473021,"nnldecay"
"gain",84,1.28804,1.37617,"group",0.08813,0.0684217881432254,"nnldecay"
"loss",84,0.364806,0.160723,"group",-0.204083,-0.55942884711326,"nnldecay"
"decay",84,0.516948,0.5335505,"group",0.0166025000000001,0.0321163830791493,"nnldecay"
"con",85,1.033385,1.494925,"group",0.46154,0.446629281439154,"nnldecay"
"gain",85,1.096105,1.32958,"group",0.233475,0.213004228609485,"nnldecay"
"loss",85,0.833572,0.2382935,"group",-0.5952785,-0.714129673261578,"nnldecay"
"decay",85,0.1365035,0.2081195,"group",0.071616,0.524645888200669,"nnldecay"
"con",86,1.373875,1.61451,"group",0.240635,0.175150577745428,"nnldecay"
"gain",86,1.1094,1.38212,"group",0.27272,0.2458265729223,"nnldecay"
"loss",86,0.873648,0.1472415,"group",-0.7264065,-0.83146358716554,"nnldecay"
"decay",86,0.3065895,0.354636,"group",0.0480464999999999,0.156712803276042,"nnldecay"
"con",87,3.49783,3.291675,"group",-0.206155,-0.0589379701128987,"nnldecay"
"gain",87,1.387485,1.380285,"group",-0.00719999999999987,-0.00518924528913817,"nnldecay"
"loss",87,0.517017,0.428115,"group",-0.088902,-0.171951792687668,"nnldecay"
"decay",87,0.2448455,0.287374,"group",0.0425285,0.173695248636385,"nnldecay"
"con",88,1.138325,1.163545,"group",0.02522,0.0221553598489008,"nnldecay"
"gain",88,1.251065,1.333,"group",0.0819350000000001,0.0654922006450505,"nnldecay"
"loss",88,0.3513205,0.1965085,"group",-0.154812,-0.440657462345636,"nnldecay"
"decay",88,0.4877265,0.5653265,"group",0.0776000000000001,0.159105564286542,"nnldecay"
"con",89,1.441375,1.317695,"group",-0.12368,-0.0858069551643396,"nnldecay"
"gain",89,1.093655,1.347405,"group",0.25375,0.232020152607541,"nnldecay"
"loss",89,0.9194305,0.164068,"group",-0.7553625,-0.821554755905966,"nnldecay"
"decay",89,0.375435,0.1727625,"group",-0.2026725,-0.539833792800352,"nnldecay"
"con",90,0.8742845,1.573525,"group",0.6992405,0.799785996434799,"nnldecay"
"gain",90,1.107105,1.360415,"group",0.25331,0.228803952651284,"nnldecay"
"loss",90,0.654515,0.192414,"group",-0.462101,-0.706020488453282,"nnldecay"
"decay",90,0.116944,0.2539145,"group",0.1369705,1.17124863182378,"nnldecay"
"con",91,1.7249,2.855955,"group",1.131055,0.655722070844687,"nnldecay"
"gain",91,1.222145,1.398045,"group",0.1759,0.143927275405128,"nnldecay"
"loss",91,0.782425,0.182506,"group",-0.599919,-0.766743138319967,"nnldecay"
"decay",91,0.20302,0.6602605,"group",0.4572405,2.25219436508718,"nnldecay"
"con",92,0.640318,0.895407,"group",0.255089,0.39837861812412,"nnldecay"
"gain",92,0.490041,1.254985,"group",0.764944,1.56097959150357,"nnldecay"
"loss",92,1.05721,0.284699,"group",-0.772511,-0.730707238864559,"nnldecay"
"decay",92,0.370952,0.404366,"group",0.033414,0.0900763441092109,"nnldecay"
"con",93,1.36952,1.767505,"group",0.397985,0.2906018166949,"nnldecay"
"gain",93,1.32631,1.36359,"group",0.03728,0.0281080592018457,"nnldecay"
"loss",93,0.2213615,0.198062,"group",-0.0232995,-0.105255430596558,"nnldecay"
"decay",93,0.3045645,0.3691245,"group",0.06456,0.211974803366774,"nnldecay"
"con",94,1.651725,3.440695,"group",1.78897,1.08309191905432,"nnldecay"
"gain",94,1.23902,1.415315,"group",0.176295,0.14228583880809,"nnldecay"
"loss",94,0.654362,0.350388,"group",-0.303974,-0.464534921037591,"nnldecay"
"decay",94,0.4418075,0.3908605,"group",-0.050947,-0.115314927881487,"nnldecay"
"con",95,1.555795,1.731465,"group",0.17567,0.112913333697563,"nnldecay"
"gain",95,1.373605,1.407625,"group",0.0340199999999999,0.02476694537367,"nnldecay"
"loss",95,0.1574885,0.115452,"group",-0.0420365,-0.266917901942046,"nnldecay"
"decay",95,0.678791,0.6910325,"group",0.0122415,0.0180342697531346,"nnldecay"
"con",96,0.6985445,0.9087895,"group",0.210245,0.300975814711876,"nnldecay"
"gain",96,0.9542715,1.26171,"group",0.3074385,0.322170891617323,"nnldecay"
"loss",96,0.697486,0.2362525,"group",-0.4612335,-0.66127993966904,"nnldecay"
"decay",96,0.5635225,0.5197175,"group",-0.0438049999999999,-0.0777342519597707,"nnldecay"
"con",97,1.42776,1.552785,"group",0.125025,0.0875672381912928,"nnldecay"
"gain",97,1.197885,1.389875,"group",0.19199,0.160274149855788,"nnldecay"
"loss",97,0.6744035,0.12754,"group",-0.5468635,-0.810884729987315,"nnldecay"
"decay",97,0.4033795,0.3185965,"group",-0.084783,-0.210181727132886,"nnldecay"
"con",98,1.794475,2.663995,"group",0.86952,0.484553978183034,"nnldecay"
"gain",98,1.23127,1.360145,"group",0.128875,0.104668350564864,"nnldecay"
"loss",98,0.6980405,0.311536,"group",-0.3865045,-0.55369924810953,"nnldecay"
"decay",98,0.404851,0.3166755,"group",-0.0881755,-0.217797411887336,"nnldecay"
"con",99,1.27366,2.45681,"group",1.18315,0.92893707896927,"nnldecay"
"gain",99,1.089245,1.40579,"group",0.316545,0.290609550652057,"nnldecay"
"loss",99,0.892021,0.17802,"group",-0.714001,-0.800430707348818,"nnldecay"
"decay",99,0.204383,0.5453285,"group",0.3409455,1.66816956400483,"nnldecay"
"con",100,0.5546975,0.597569,"group",0.0428715,0.0772880714263179,"nnldecay"
"gain",100,0.4660085,0.7991135,"group",0.333105,0.714804558285954,"nnldecay"
"loss",100,1.008545,0.800675,"group",-0.20787,-0.206108800301424,"nnldecay"
"decay",100,0.4337185,0.5402635,"group",0.106545,0.245654727663219,"nnldecay"
"con",1,2.273155,2.21672,"group",-0.056435,-0.0248267276098638,"nnlboth"
"gain",1,1.33783,1.38793,"group",0.0501,0.037448704244934,"nnlboth"
"loss",1,0.375454,0.210031,"group",-0.165423,-0.440594586820223,"nnlboth"
"update",1,0.423205,0.3354395,"group",-0.0877655,-0.207382946798833,"nnlboth"
"decay",1,0.6076975,0.3654805,"group",-0.242217,-0.398581531107171,"nnlboth"
"con",2,1.686125,1.737185,"group",0.0510599999999999,0.0302824523685966,"nnlboth"
"gain",2,1.317705,1.41376,"group",0.0960549999999998,0.0728956784712813,"nnlboth"
"loss",2,0.314462,0.098959,"group",-0.215503,-0.685306968727541,"nnlboth"
"update",2,0.4170145,0.447394,"group",0.0303795,0.0728499848326617,"nnlboth"
"decay",2,0.655064,0.646276,"group",-0.00878800000000002,-0.0134154830673034,"nnlboth"
"con",3,0.6616385,0.85053,"group",0.1888915,0.285490490653129,"nnlboth"
"gain",3,1.00012,1.22424,"group",0.22412,0.224093108826941,"nnlboth"
"loss",3,0.5870615,0.3057985,"group",-0.281263,-0.479103126333442,"nnlboth"
"update",3,0.462988,0.473635,"group",0.0106470000000001,0.0229962763613745,"nnlboth"
"decay",3,0.5257515,0.67878,"group",0.1530285,0.291066216644175,"nnlboth"
"con",4,1.758355,2.53388,"group",0.775525,0.441051437280868,"nnlboth"
"gain",4,1.304495,1.378865,"group",0.07437,0.0570105673076555,"nnlboth"
"loss",4,0.398359,0.238818,"group",-0.159541,-0.40049553292382,"nnlboth"
"update",4,0.3345975,0.490404,"group",0.1558065,0.465653509066864,"nnlboth"
"decay",4,0.352394,0.5221785,"group",0.1697845,0.481803038644245,"nnlboth"
"con",5,1.38481,1.739305,"group",0.354495,0.255988186104953,"nnlboth"
"gain",5,1.35373,1.374965,"group",0.0212349999999999,0.0156862889941125,"nnlboth"
"loss",5,0.1719595,0.155822,"group",-0.0161375,-0.0938447715886588,"nnlboth"
"update",5,0.3161425,0.367093,"group",0.0509505,0.161163083103347,"nnlboth"
"decay",5,0.318925,0.3441435,"group",0.0252185,0.0790734498706592,"nnlboth"
"con",6,1.113515,1.125035,"group",0.01152,0.0103456172570643,"nnlboth"
"gain",6,0.5267105,1.381085,"group",0.8543745,1.6220950598099,"nnlboth"
"loss",6,1.204595,0.109928,"group",-1.094667,-0.908742772467095,"nnlboth"
"update",6,0.3446505,0.4099315,"group",0.065281,0.18941217262125,"nnlboth"
"decay",6,0.2875425,0.3654545,"group",0.077912,0.270958206178217,"nnlboth"
"con",7,1.24873,1.33978,"group",0.0910500000000001,0.0729140807059974,"nnlboth"
"gain",7,1.290695,1.397665,"group",0.10697,0.0828778293864933,"nnlboth"
"loss",7,0.3218495,0.09863215,"group",-0.22321735,-0.693545741099489,"nnlboth"
"update",7,0.448542,0.436843,"group",-0.011699,-0.0260822843791663,"nnlboth"
"decay",7,0.7149085,0.5269605,"group",-0.187948,-0.26289797925189,"nnlboth"
"con",8,1.21002,1.53026,"group",0.32024,0.26465678253252,"nnlboth"
"gain",8,1.252215,1.4,"group",0.147785,0.118018870561365,"nnlboth"
"loss",8,0.4356645,0.106566,"group",-0.3290985,-0.755394345878537,"nnlboth"
"update",8,0.3681225,0.52495,"group",0.1568275,0.42601987110269,"nnlboth"
"decay",8,0.26521,0.4232025,"group",0.1579925,0.595726028430301,"nnlboth"
"con",9,2.135685,2.042165,"group",-0.0935199999999998,-0.0437892292168554,"nnlboth"
"gain",9,1.35504,1.390785,"group",0.0357450000000001,0.0263792950761602,"nnlboth"
"loss",9,0.2793365,0.1835445,"group",-0.095792,-0.342926899993377,"nnlboth"
"update",9,0.2006055,0.3044825,"group",0.103877,0.517817308099728,"nnlboth"
"decay",9,0.4293705,0.3482505,"group",-0.08112,-0.1889277442209,"nnlboth"
"con",10,0.8669305,0.742509,"group",-0.1244215,-0.143519578559066,"nnlboth"
"gain",10,0.296235,1.21564,"group",0.919405,3.10363393927119,"nnlboth"
"loss",10,1.20823,0.242332,"group",-0.965898,-0.799432227307715,"nnlboth"
"update",10,0.444465,0.461314,"group",0.016849,0.0379084967320261,"nnlboth"
"decay",10,0.6200995,0.601096,"group",-0.0190035,-0.0306458882808323,"nnlboth"
"con",11,0.743398,0.77776,"group",0.034362,0.0462228846459097,"nnlboth"
"gain",11,0.9258755,1.191875,"group",0.2659995,0.287295106091478,"nnlboth"
"loss",11,0.781739,0.3415935,"group",-0.4401455,-0.563033825867713,"nnlboth"
"update",11,0.4106075,0.4501585,"group",0.039551,0.0963231309705741,"nnlboth"
"decay",11,0.508354,0.578855,"group",0.070501,0.138684853468253,"nnlboth"
"con",12,1.812645,2.096175,"group",0.28353,0.156417831401074,"nnlboth"
"gain",12,1.25131,1.36183,"group",0.11052,0.088323437037984,"nnlboth"
"loss",12,0.683572,0.2473045,"group",-0.4362675,-0.638217334823545,"nnlboth"
"update",12,0.109244,0.2228915,"group",0.1136475,1.04030884991395,"nnlboth"
"decay",12,0.225045,0.1836265,"group",-0.0414185,-0.184045413139594,"nnlboth"
"con",13,1.053775,1.47575,"group",0.421975,0.400441270669735,"nnlboth"
"gain",13,1.21352,1.40469,"group",0.19117,0.157533456391324,"nnlboth"
"loss",13,0.487828,0.1064035,"group",-0.3814245,-0.781883163738039,"nnlboth"
"update",13,0.440189,0.4367825,"group",-0.00340649999999998,-0.00773872132197756,"nnlboth"
"decay",13,0.235693,0.6135835,"group",0.3778905,1.60331660252956,"nnlboth"
"con",14,1.609815,1.819185,"group",0.20937,0.130058422862254,"nnlboth"
"gain",14,1.33926,1.39299,"group",0.0537300000000001,0.0401191702880696,"nnlboth"
"loss",14,0.243403,0.1262685,"group",-0.1171345,-0.48123687875663,"nnlboth"
"update",14,0.5757985,0.495195,"group",-0.0806035000000001,-0.139985602602299,"nnlboth"
"decay",14,0.768039,0.6977705,"group",-0.0702685,-0.0914907966913138,"nnlboth"
"con",15,0.4939125,0.6715865,"group",0.177674,0.359727684559512,"nnlboth"
"gain",15,0.761969,1.1205,"group",0.358531,0.470532265748344,"nnlboth"
"loss",15,0.7615245,0.3682355,"group",-0.393289,-0.516449569252204,"nnlboth"
"update",15,0.418341,0.4539085,"group",0.0355675,0.0850203542086479,"nnlboth"
"decay",15,0.4984685,0.591215,"group",0.0927465000000001,0.18606291069546,"nnlboth"
"con",16,0.6561695,0.4735455,"group",-0.182624,-0.278318330858109,"nnlboth"
"gain",16,1.003485,0.9510365,"group",-0.0524484999999999,-0.052266351764102,"nnlboth"
"loss",16,0.5988235,0.49395,"group",-0.1048735,-0.175132572452484,"nnlboth"
"update",16,0.484639,0.4369095,"group",-0.0477295000000001,-0.098484645272048,"nnlboth"
"decay",16,0.572919,0.446632,"group",-0.126287,-0.220427320441458,"nnlboth"
"con",17,0.89247,1.105095,"group",0.212625,0.238243302295875,"nnlboth"
"gain",17,0.596246,1.377875,"group",0.781629,1.31091697051217,"nnlboth"
"loss",17,1.098075,0.104056,"group",-0.994019,-0.905237802518043,"nnlboth"
"update",17,0.348759,0.281058,"group",-0.067701,-0.194119721641592,"nnlboth"
"decay",17,0.02846375,0.308205,"group",0.27974125,9.82798296078345,"nnlboth"
"con",18,0.6232865,0.5233825,"group",-0.099904,-0.160285839658006,"nnlboth"
"gain",18,0.440031,1.04319,"group",0.603159,1.37071933568317,"nnlboth"
"loss",18,1.07268,0.388773,"group",-0.683907,-0.637568519968677,"nnlboth"
"update",18,0.467085,0.436281,"group",-0.0308039999999999,-0.0659494524551205,"nnlboth"
"decay",18,0.6204845,0.5717845,"group",-0.0487000000000001,-0.0784870532624104,"nnlboth"
"con",19,1.338795,0.987004,"group",-0.351791,-0.26276689112224,"nnlboth"
"gain",19,0.133591,1.320745,"group",1.187154,8.88648187377892,"nnlboth"
"loss",19,1.36204,0.1634295,"group",-1.1986105,-0.880011233150275,"nnlboth"
"update",19,0.440556,0.5489085,"group",0.1083525,0.245944896903004,"nnlboth"
"decay",19,0.6346395,0.7032135,"group",0.068574,0.108051894028027,"nnlboth"
"con",20,0.883944,1.12353,"group",0.239586,0.271042056962885,"nnlboth"
"gain",20,0.3282055,1.35899,"group",1.0307845,3.14066796564957,"nnlboth"
"loss",20,1.208415,0.1326415,"group",-1.0757735,-0.890235142728285,"nnlboth"
"update",20,0.4718065,0.51332,"group",0.0415135,0.0879884020249827,"nnlboth"
"decay",20,0.488524,0.698652,"group",0.210128,0.430128304852986,"nnlboth"
"con",21,1.714975,1.75305,"group",0.0380750000000001,0.0222014898176359,"nnlboth"
"gain",21,1.263675,1.36791,"group",0.104235,0.0824856074544482,"nnlboth"
"loss",21,0.56544,0.16659,"group",-0.39885,-0.705379881154499,"nnlboth"
"update",21,0.158679,0.4271935,"group",0.2685145,1.69218674178688,"nnlboth"
"decay",21,0.401019,0.26987,"group",-0.131149,-0.327039367212027,"nnlboth"
"con",22,1.104075,1.036375,"group",-0.0676999999999999,-0.0613182981228629,"nnlboth"
"gain",22,1.218555,1.319675,"group",0.10112,0.0829835337756608,"nnlboth"
"loss",22,0.4661115,0.1555605,"group",-0.310551,-0.666259038878037,"nnlboth"
"update",22,0.3895425,0.446143,"group",0.0566005,0.145299935180372,"nnlboth"
"decay",22,0.5084275,0.548491,"group",0.0400635,0.0787988454597755,"nnlboth"
"con",23,1.98826,1.64148,"group",-0.34678,-0.174413809059177,"nnlboth"
"gain",23,0.2222485,1.421865,"group",1.1996165,5.39763597954542,"nnlboth"
"loss",23,1.363125,0.0753343,"group",-1.2877907,-0.944734121962403,"nnlboth"
"update",23,0.521101,0.5617885,"group",0.0406875,0.0780798731915694,"nnlboth"
"decay",23,0.6043915,0.7203225,"group",0.115931,0.191814411685141,"nnlboth"
"con",24,0.6515745,0.608865,"group",-0.0427095,-0.0655481453003455,"nnlboth"
"gain",24,0.668148,1.14106,"group",0.472912,0.707795278890306,"nnlboth"
"loss",24,0.923942,0.3116665,"group",-0.6122755,-0.662677419145358,"nnlboth"
"update",24,0.4014565,0.4231775,"group",0.021721,0.0541054883903984,"nnlboth"
"decay",24,0.3518585,0.5739485,"group",0.22209,0.631191231702517,"nnlboth"
"con",25,0.722246,0.7595705,"group",0.0373245,0.0516783755119447,"nnlboth"
"gain",25,0.234295,1.20632,"group",0.972025,4.14872276403679,"nnlboth"
"loss",25,1.209045,0.275311,"group",-0.933734,-0.772290526820755,"nnlboth"
"update",25,0.4243205,0.45335,"group",0.0290295,0.0684140879358881,"nnlboth"
"decay",25,0.5678325,0.552493,"group",-0.0153395,-0.0270141282860702,"nnlboth"
"con",26,1.595665,1.652965,"group",0.0573000000000001,0.0359097930956687,"nnlboth"
"gain",26,1.38044,1.36918,"group",-0.01126,-0.00815681956477648,"nnlboth"
"loss",26,0.1510115,0.2089405,"group",0.057929,0.383606546521291,"nnlboth"
"update",26,0.416219,0.525463,"group",0.109244,0.262467595184266,"nnlboth"
"decay",26,0.6672985,0.72921,"group",0.0619114999999999,0.0927793184009853,"nnlboth"
"con",27,0.902753,0.5456725,"group",-0.3570805,-0.395546179298213,"nnlboth"
"gain",27,0.218084,1.121555,"group",0.903471,4.14276609013041,"nnlboth"
"loss",27,1.252285,0.279066,"group",-0.973219,-0.777154561461648,"nnlboth"
"update",27,0.44647,0.4365455,"group",-0.0099245,-0.022228817165767,"nnlboth"
"decay",27,0.75269,0.574982,"group",-0.177708,-0.236097198049662,"nnlboth"
"con",28,1.32582,1.417655,"group",0.0918349999999999,0.0692665671056402,"nnlboth"
"gain",28,1.191095,1.38504,"group",0.193945,0.162829161401903,"nnlboth"
"loss",28,0.7256495,0.1226555,"group",-0.602994,-0.83097142628776,"nnlboth"
"update",28,0.2490475,0.487755,"group",0.2387075,0.958481815717885,"nnlboth"
"decay",28,0.3409925,0.4895585,"group",0.148566,0.435687001913532,"nnlboth"
"con",29,0.449576,0.6351315,"group",0.1855555,0.41273444311974,"nnlboth"
"gain",29,0.634663,1.129905,"group",0.495242,0.780322785478277,"nnlboth"
"loss",29,0.8347495,0.3317685,"group",-0.502981,-0.602553221056137,"nnlboth"
"update",29,0.394743,0.473472,"group",0.078729,0.199443688678457,"nnlboth"
"decay",29,0.4975415,0.5365265,"group",0.0389849999999999,0.0783552728767348,"nnlboth"
"con",30,1.00817,1.171645,"group",0.163475,0.162150232599661,"nnlboth"
"gain",30,1.16333,1.35564,"group",0.19231,0.165309929254811,"nnlboth"
"loss",30,0.5738,0.1476515,"group",-0.4261485,-0.742677762286511,"nnlboth"
"update",30,0.304654,0.3834505,"group",0.0787965,0.258642591267471,"nnlboth"
"decay",30,0.400205,0.414809,"group",0.014604,0.0364912982096676,"nnlboth"
"con",31,1.52586,1.504625,"group",-0.0212350000000001,-0.0139167420340006,"nnlboth"
"gain",31,1.337045,1.389375,"group",0.05233,0.039138548066819,"nnlboth"
"loss",31,0.2519975,0.1418455,"group",-0.110152,-0.437115447573885,"nnlboth"
"update",31,0.3763825,0.4953255,"group",0.118943,0.316016286623315,"nnlboth"
"decay",31,0.684079,0.7751125,"group",0.0910335,0.133074542560143,"nnlboth"
"con",32,1.46525,1.640395,"group",0.175145,0.119532502985839,"nnlboth"
"gain",32,1.36682,1.375485,"group",0.0086649999999997,0.00633953263780139,"nnlboth"
"loss",32,0.163358,0.1446665,"group",-0.0186915,-0.114420475275163,"nnlboth"
"update",32,0.254498,0.3443465,"group",0.0898485,0.353042067128229,"nnlboth"
"decay",32,0.4057125,0.3381785,"group",-0.067534,-0.166457774902178,"nnlboth"
"con",33,1.048905,1.079515,"group",0.0306099999999998,0.0291828144588879,"nnlboth"
"gain",33,1.25542,1.328585,"group",0.0731649999999999,0.0582793009510761,"nnlboth"
"loss",33,0.337295,0.179917,"group",-0.157378,-0.466588594553729,"nnlboth"
"update",33,0.470853,0.4465255,"group",-0.0243274999999999,-0.0516668684281505,"nnlboth"
"decay",33,0.1964355,0.355635,"group",0.1591995,0.810441595332819,"nnlboth"
"con",34,0.877957,1.225485,"group",0.347528,0.395837153755822,"nnlboth"
"gain",34,1.1433,1.388095,"group",0.244795,0.214112656345666,"nnlboth"
"loss",34,0.5533145,0.107689,"group",-0.4456255,-0.80537470100639,"nnlboth"
"update",34,0.225342,0.2779085,"group",0.0525665,0.233274311934748,"nnlboth"
"decay",34,0.0807269,0.222199,"group",0.1414721,1.75247779860245,"nnlboth"
"con",35,0.6152675,0.672849,"group",0.0575815,0.0935877484183708,"nnlboth"
"gain",35,0.9209355,1.18141,"group",0.2604745,0.282836854481123,"nnlboth"
"loss",35,0.6840385,0.2789305,"group",-0.405108,-0.592229823321348,"nnlboth"
"update",35,0.3458755,0.454445,"group",0.1085695,0.313897630794896,"nnlboth"
"decay",35,0.4068055,0.459885,"group",0.0530795,0.130478816043539,"nnlboth"
"con",36,1.6427,1.06883,"group",-0.57387,-0.349345589578133,"nnlboth"
"gain",36,0.114908,1.352335,"group",1.237427,10.7688498624987,"nnlboth"
"loss",36,1.403175,0.135184,"group",-1.267991,-0.903658488784364,"nnlboth"
"update",36,0.4635175,0.487074,"group",0.0235565,0.0508211664068778,"nnlboth"
"decay",36,0.579521,0.671877,"group",0.0923560000000001,0.159366097173355,"nnlboth"
